timestamp,time_str,interval,region_1_total,region_1_flow_per_min,region_1_motorbike,region_1_motorbike_per_min,region_1_car,region_1_car_per_min,region_1_bus,region_1_bus_per_min,region_1_truck,region_1_truck_per_min,region_2_total,region_2_flow_per_min,region_2_motorbike,region_2_motorbike_per_min,region_2_car,region_2_car_per_min,region_2_bus,region_2_bus_per_min,region_2_truck,region_2_truck_per_min,region_3_total,region_3_flow_per_min,region_3_motorbike,region_3_motorbike_per_min,region_3_car,region_3_car_per_min,region_3_bus,region_3_bus_per_min,region_3_truck,region_3_truck_per_min,region_4_total,region_4_flow_per_min,region_4_motorbike,region_4_motorbike_per_min,region_4_car,region_4_car_per_min,region_4_bus,region_4_bus_per_min,region_4_truck,region_4_truck_per_min
60.0,0:01:00,60,170,170.0,125,125.0,35,35.0,0,0.0,10,10.0,59,59.0,41,41.0,18,18.0,0,0.0,0,0.0,99,99.0,53,53.0,40,40.0,0,0.0,6,6.0,84,84.0,77,77.0,7,7.0,0,0.0,0,0.0
