frame,time_s,region,occupancy,current_flow_per_min,new_entry,count_motorbike,count_car,count_bus,count_truck
433,14.433,1,6,70.0,0,57,8,0,5
433,14.433,2,2,15.0,0,13,2,0,0
433,14.433,3,3,31.0,0,22,9,0,0
433,14.433,4,2,27.0,0,26,1,0,0
434,14.467,1,6,70.0,0,57,8,0,5
434,14.467,2,2,15.0,0,13,2,0,0
434,14.467,3,2,31.0,0,22,9,0,0
434,14.467,4,2,27.0,0,26,1,0,0
435,14.5,1,6,70.0,0,57,8,0,5
435,14.5,2,2,15.0,0,13,2,0,0
435,14.5,3,3,31.0,0,22,9,0,0
435,14.5,4,2,27.0,0,26,1,0,0
436,14.533,1,6,70.0,0,57,8,0,5
436,14.533,2,2,15.0,0,13,2,0,0
436,14.533,3,3,31.0,0,22,9,0,0
436,14.533,4,2,27.0,0,26,1,0,0
437,14.567,1,5,70.0,0,57,8,0,5
437,14.567,2,2,15.0,0,13,2,0,0
437,14.567,3,2,31.0,0,22,9,0,0
437,14.567,4,2,27.0,0,26,1,0,0
438,14.6,1,3,70.0,0,57,8,0,5
438,14.6,2,2,15.0,0,13,2,0,0
438,14.6,3,2,31.0,0,22,9,0,0
438,14.6,4,1,27.0,0,26,1,0,0
439,14.633,1,5,71.0,1,58,8,0,5
439,14.633,2,2,15.0,0,13,2,0,0
439,14.633,3,2,31.0,0,22,9,0,0
439,14.633,4,2,27.0,0,26,1,0,0
440,14.667,1,6,72.0,1,59,8,0,5
440,14.667,2,2,15.0,0,13,2,0,0
440,14.667,3,2,31.0,0,22,9,0,0
440,14.667,4,2,27.0,0,26,1,0,0
441,14.7,1,6,72.0,0,59,8,0,5
441,14.7,2,2,15.0,0,13,2,0,0
441,14.7,3,2,31.0,0,22,9,0,0
441,14.7,4,2,27.0,0,26,1,0,0
442,14.733,1,6,72.0,0,59,8,0,5
442,14.733,2,2,15.0,0,13,2,0,0
442,14.733,3,1,31.0,0,22,9,0,0
442,14.733,4,2,27.0,0,26,1,0,0
443,14.767,1,5,72.0,0,59,8,0,5
443,14.767,2,1,15.0,0,13,2,0,0
443,14.767,3,1,31.0,0,22,9,0,0
443,14.767,4,2,27.0,0,26,1,0,0
444,14.8,1,5,72.0,0,59,8,0,5
444,14.8,2,1,16.0,1,13,3,0,0
444,14.8,3,2,32.0,1,22,10,0,0
444,14.8,4,2,27.0,0,26,1,0,0
445,14.833,1,4,72.0,0,59,8,0,5
445,14.833,2,1,16.0,0,13,3,0,0
445,14.833,3,2,32.0,0,22,10,0,0
445,14.833,4,2,27.0,0,26,1,0,0
446,14.867,1,5,73.0,1,59,8,0,6
446,14.867,2,1,16.0,0,13,3,0,0
446,14.867,3,2,32.0,0,22,10,0,0
446,14.867,4,2,27.0,0,26,1,0,0
447,14.9,1,5,73.0,0,59,8,0,6
447,14.9,2,0,16.0,0,13,3,0,0
447,14.9,3,2,32.0,0,22,10,0,0
447,14.9,4,2,27.0,0,26,1,0,0
448,14.933,1,7,73.0,0,59,8,0,6
448,14.933,2,0,16.0,0,13,3,0,0
448,14.933,3,2,32.0,0,22,10,0,0
448,14.933,4,2,27.0,0,26,1,0,0
449,14.967,1,7,73.0,0,59,8,0,6
449,14.967,2,0,16.0,0,13,3,0,0
449,14.967,3,2,32.0,0,22,10,0,0
449,14.967,4,2,27.0,0,26,1,0,0
450,15.0,1,6,73.0,0,59,8,0,6
450,15.0,2,0,16.0,0,13,3,0,0
450,15.0,3,2,32.0,0,22,10,0,0
450,15.0,4,2,27.0,0,26,1,0,0
451,15.033,1,6,74.0,1,60,8,0,6
451,15.033,2,0,16.0,0,13,3,0,0
451,15.033,3,2,32.0,0,22,10,0,0
451,15.033,4,2,27.0,0,26,1,0,0
452,15.067,1,4,74.0,0,60,8,0,6
452,15.067,2,0,16.0,0,13,3,0,0
452,15.067,3,2,32.0,0,22,10,0,0
452,15.067,4,2,27.0,0,26,1,0,0
453,15.1,1,5,74.0,0,60,8,0,6
453,15.1,2,0,16.0,0,13,3,0,0
453,15.1,3,2,32.0,0,22,10,0,0
453,15.1,4,2,27.0,0,26,1,0,0
454,15.133,1,5,74.0,0,60,8,0,6
454,15.133,2,0,16.0,0,13,3,0,0
454,15.133,3,2,32.0,0,22,10,0,0
454,15.133,4,2,27.0,0,26,1,0,0
455,15.167,1,6,74.0,0,60,8,0,6
455,15.167,2,0,16.0,0,13,3,0,0
455,15.167,3,2,32.0,0,22,10,0,0
455,15.167,4,2,27.0,0,26,1,0,0
456,15.2,1,5,74.0,0,60,8,0,6
456,15.2,2,0,16.0,0,13,3,0,0
456,15.2,3,2,32.0,0,22,10,0,0
456,15.2,4,2,27.0,0,26,1,0,0
457,15.233,1,5,74.0,0,60,8,0,6
457,15.233,2,0,16.0,0,13,3,0,0
457,15.233,3,2,32.0,0,22,10,0,0
457,15.233,4,2,27.0,0,26,1,0,0
458,15.267,1,5,74.0,0,60,8,0,6
458,15.267,2,0,16.0,0,13,3,0,0
458,15.267,3,2,32.0,0,22,10,0,0
458,15.267,4,2,27.0,0,26,1,0,0
459,15.3,1,6,74.0,0,60,8,0,6
459,15.3,2,0,16.0,0,13,3,0,0
459,15.3,3,2,32.0,0,22,10,0,0
459,15.3,4,2,27.0,0,26,1,0,0
460,15.333,1,6,74.0,0,60,8,0,6
460,15.333,2,0,16.0,0,13,3,0,0
460,15.333,3,1,32.0,0,22,10,0,0
460,15.333,4,2,27.0,0,26,1,0,0
461,15.367,1,6,74.0,0,60,8,0,6
461,15.367,2,0,16.0,0,13,3,0,0
461,15.367,3,1,32.0,0,22,10,0,0
461,15.367,4,2,27.0,0,26,1,0,0
462,15.4,1,6,74.0,0,60,8,0,6
462,15.4,2,0,16.0,0,13,3,0,0
462,15.4,3,1,32.0,0,22,10,0,0
462,15.4,4,2,27.0,0,26,1,0,0
463,15.433,1,6,74.0,0,60,8,0,6
463,15.433,2,0,16.0,0,13,3,0,0
463,15.433,3,1,32.0,0,22,10,0,0
463,15.433,4,2,27.0,0,26,1,0,0
464,15.467,1,4,74.0,0,60,8,0,6
464,15.467,2,0,16.0,0,13,3,0,0
464,15.467,3,1,32.0,0,22,10,0,0
464,15.467,4,2,27.0,0,26,1,0,0
465,15.5,1,4,74.0,0,60,8,0,6
465,15.5,2,0,16.0,0,13,3,0,0
465,15.5,3,1,32.0,0,22,10,0,0
465,15.5,4,2,27.0,0,26,1,0,0
466,15.533,1,4,74.0,0,60,8,0,6
466,15.533,2,0,16.0,0,13,3,0,0
466,15.533,3,1,32.0,0,22,10,0,0
466,15.533,4,2,27.0,0,26,1,0,0
467,15.567,1,3,74.0,0,60,8,0,6
467,15.567,2,1,16.0,0,13,3,0,0
467,15.567,3,1,32.0,0,22,10,0,0
467,15.567,4,2,27.0,0,26,1,0,0
468,15.6,1,5,74.0,0,60,8,0,6
468,15.6,2,1,16.0,0,13,3,0,0
468,15.6,3,1,32.0,0,22,10,0,0
468,15.6,4,2,27.0,0,26,1,0,0
469,15.633,1,2,74.0,0,60,8,0,6
469,15.633,2,1,16.0,0,13,3,0,0
469,15.633,3,1,32.0,0,22,10,0,0
469,15.633,4,2,27.0,0,26,1,0,0
470,15.667,1,3,75.0,1,61,8,0,6
470,15.667,2,1,16.0,0,13,3,0,0
470,15.667,3,1,32.0,0,22,10,0,0
470,15.667,4,2,27.0,0,26,1,0,0
471,15.7,1,3,75.0,0,61,8,0,6
471,15.7,2,1,16.0,0,13,3,0,0
471,15.7,3,1,32.0,0,22,10,0,0
471,15.7,4,2,27.0,0,26,1,0,0
472,15.733,1,3,75.0,0,61,8,0,6
472,15.733,2,1,16.0,0,13,3,0,0
472,15.733,3,2,32.0,0,22,10,0,0
472,15.733,4,2,27.0,0,26,1,0,0
473,15.767,1,3,75.0,0,61,8,0,6
473,15.767,2,1,16.0,0,13,3,0,0
473,15.767,3,2,32.0,0,22,10,0,0
473,15.767,4,2,27.0,0,26,1,0,0
474,15.8,1,3,75.0,0,61,8,0,6
474,15.8,2,1,16.0,0,13,3,0,0
474,15.8,3,2,32.0,0,22,10,0,0
474,15.8,4,2,27.0,0,26,1,0,0
475,15.833,1,3,75.0,0,61,8,0,6
475,15.833,2,1,16.0,0,13,3,0,0
475,15.833,3,2,32.0,0,22,10,0,0
475,15.833,4,2,27.0,0,26,1,0,0
476,15.867,1,3,75.0,0,61,8,0,6
476,15.867,2,0,16.0,0,13,3,0,0
476,15.867,3,2,32.0,0,22,10,0,0
476,15.867,4,2,27.0,0,26,1,0,0
477,15.9,1,3,75.0,0,61,8,0,6
477,15.9,2,0,16.0,0,13,3,0,0
477,15.9,3,2,32.0,0,22,10,0,0
477,15.9,4,2,27.0,0,26,1,0,0
478,15.933,1,2,75.0,0,61,8,0,6
478,15.933,2,0,16.0,0,13,3,0,0
478,15.933,3,2,32.0,0,22,10,0,0
478,15.933,4,2,27.0,0,26,1,0,0
479,15.967,1,2,75.0,0,61,8,0,6
479,15.967,2,0,16.0,0,13,3,0,0
479,15.967,3,2,32.0,0,22,10,0,0
479,15.967,4,2,27.0,0,26,1,0,0
480,16.0,1,2,75.0,0,61,8,0,6
480,16.0,2,0,16.0,0,13,3,0,0
480,16.0,3,2,32.0,0,22,10,0,0
480,16.0,4,3,28.0,1,27,1,0,0
481,16.033,1,2,75.0,0,61,8,0,6
481,16.033,2,0,16.0,0,13,3,0,0
481,16.033,3,2,32.0,0,22,10,0,0
481,16.033,4,3,28.0,0,27,1,0,0
482,16.067,1,2,75.0,0,61,8,0,6
482,16.067,2,0,16.0,0,13,3,0,0
482,16.067,3,2,32.0,0,22,10,0,0
482,16.067,4,2,28.0,0,27,1,0,0
483,16.1,1,2,75.0,0,61,8,0,6
483,16.1,2,0,16.0,0,13,3,0,0
483,16.1,3,2,32.0,0,22,10,0,0
483,16.1,4,2,28.0,0,27,1,0,0
484,16.133,1,2,75.0,0,61,8,0,6
484,16.133,2,0,16.0,0,13,3,0,0
484,16.133,3,2,32.0,0,22,10,0,0
484,16.133,4,2,28.0,0,27,1,0,0
485,16.167,1,2,75.0,0,61,8,0,6
485,16.167,2,1,16.0,0,13,3,0,0
485,16.167,3,2,32.0,0,22,10,0,0
485,16.167,4,3,28.0,0,27,1,0,0
486,16.2,1,2,75.0,0,61,8,0,6
486,16.2,2,2,17.0,1,14,3,0,0
486,16.2,3,2,32.0,0,22,10,0,0
486,16.2,4,3,28.0,0,27,1,0,0
487,16.233,1,2,75.0,0,61,8,0,6
487,16.233,2,2,17.0,0,14,3,0,0
487,16.233,3,2,32.0,0,22,10,0,0
487,16.233,4,3,28.0,0,27,1,0,0
488,16.267,1,2,75.0,0,61,8,0,6
488,16.267,2,1,17.0,0,14,3,0,0
488,16.267,3,2,32.0,0,22,10,0,0
488,16.267,4,2,28.0,0,27,1,0,0
489,16.3,1,2,75.0,0,61,8,0,6
489,16.3,2,2,17.0,0,14,3,0,0
489,16.3,3,2,32.0,0,22,10,0,0
489,16.3,4,1,28.0,0,27,1,0,0
490,16.333,1,2,75.0,0,61,8,0,6
490,16.333,2,2,17.0,0,14,3,0,0
490,16.333,3,2,32.0,0,22,10,0,0
490,16.333,4,3,29.0,1,28,1,0,0
491,16.367,1,3,76.0,1,61,9,0,6
491,16.367,2,1,17.0,0,14,3,0,0
491,16.367,3,2,32.0,0,22,10,0,0
491,16.367,4,3,29.0,0,28,1,0,0
492,16.4,1,3,76.0,0,61,9,0,6
492,16.4,2,1,17.0,0,14,3,0,0
492,16.4,3,2,32.0,0,22,10,0,0
492,16.4,4,3,29.0,0,28,1,0,0
493,16.433,1,3,76.0,0,61,9,0,6
493,16.433,2,1,17.0,0,14,3,0,0
493,16.433,3,2,32.0,0,22,10,0,0
493,16.433,4,3,29.0,0,28,1,0,0
494,16.467,1,3,76.0,0,61,9,0,6
494,16.467,2,1,17.0,0,14,3,0,0
494,16.467,3,2,32.0,0,22,10,0,0
494,16.467,4,2,29.0,0,28,1,0,0
495,16.5,1,3,76.0,0,61,9,0,6
495,16.5,2,2,17.0,0,14,3,0,0
495,16.5,3,2,32.0,0,22,10,0,0
495,16.5,4,2,29.0,0,28,1,0,0
496,16.533,1,3,76.0,0,61,9,0,6
496,16.533,2,2,17.0,0,14,3,0,0
496,16.533,3,2,32.0,0,22,10,0,0
496,16.533,4,2,29.0,0,28,1,0,0
497,16.567,1,3,76.0,0,61,9,0,6
497,16.567,2,2,17.0,0,14,3,0,0
497,16.567,3,2,32.0,0,22,10,0,0
497,16.567,4,2,29.0,0,28,1,0,0
498,16.6,1,2,76.0,0,61,9,0,6
498,16.6,2,1,17.0,0,14,3,0,0
498,16.6,3,2,32.0,0,22,10,0,0
498,16.6,4,2,29.0,0,28,1,0,0
499,16.633,1,3,76.0,0,61,9,0,6
499,16.633,2,1,17.0,0,14,3,0,0
499,16.633,3,3,33.0,1,22,11,0,0
499,16.633,4,2,29.0,0,28,1,0,0
500,16.667,1,2,76.0,0,61,9,0,6
500,16.667,2,1,17.0,0,14,3,0,0
500,16.667,3,3,33.0,0,22,11,0,0
500,16.667,4,2,29.0,0,28,1,0,0
501,16.7,1,2,76.0,0,61,9,0,6
501,16.7,2,1,17.0,0,14,3,0,0
501,16.7,3,3,33.0,0,22,11,0,0
501,16.7,4,2,29.0,0,28,1,0,0
502,16.733,1,2,76.0,0,61,9,0,6
502,16.733,2,1,17.0,0,14,3,0,0
502,16.733,3,3,33.0,0,22,11,0,0
502,16.733,4,2,29.0,0,28,1,0,0
503,16.767,1,1,76.0,0,61,9,0,6
503,16.767,2,1,17.0,0,14,3,0,0
503,16.767,3,3,33.0,0,22,11,0,0
503,16.767,4,2,29.0,0,28,1,0,0
504,16.8,1,1,76.0,0,61,9,0,6
504,16.8,2,1,17.0,0,14,3,0,0
504,16.8,3,4,34.0,1,22,11,0,1
504,16.8,4,2,29.0,0,28,1,0,0
505,16.833,1,2,77.0,1,62,9,0,6
505,16.833,2,1,17.0,0,14,3,0,0
505,16.833,3,4,34.0,0,22,11,0,1
505,16.833,4,2,29.0,0,28,1,0,0
506,16.867,1,2,77.0,0,62,9,0,6
506,16.867,2,1,17.0,0,14,3,0,0
506,16.867,3,4,34.0,0,22,11,0,1
506,16.867,4,2,29.0,0,28,1,0,0
507,16.9,1,1,77.0,0,62,9,0,6
507,16.9,2,1,17.0,0,14,3,0,0
507,16.9,3,4,34.0,0,22,11,0,1
507,16.9,4,2,29.0,0,28,1,0,0
508,16.933,1,1,77.0,0,62,9,0,6
508,16.933,2,1,17.0,0,14,3,0,0
508,16.933,3,4,34.0,0,22,11,0,1
508,16.933,4,2,29.0,0,28,1,0,0
509,16.967,1,1,77.0,0,62,9,0,6
509,16.967,2,1,17.0,0,14,3,0,0
509,16.967,3,4,34.0,0,22,11,0,1
509,16.967,4,2,29.0,0,28,1,0,0
510,17.0,1,2,78.0,1,63,9,0,6
510,17.0,2,1,17.0,0,14,3,0,0
510,17.0,3,3,34.0,0,22,11,0,1
510,17.0,4,3,30.0,1,29,1,0,0
511,17.033,1,2,78.0,0,63,9,0,6
511,17.033,2,1,17.0,0,14,3,0,0
511,17.033,3,2,34.0,0,22,11,0,1
511,17.033,4,3,30.0,0,29,1,0,0
512,17.067,1,2,78.0,0,63,9,0,6
512,17.067,2,1,17.0,0,14,3,0,0
512,17.067,3,2,34.0,0,22,11,0,1
512,17.067,4,2,30.0,0,29,1,0,0
513,17.1,1,2,78.0,0,63,9,0,6
513,17.1,2,1,17.0,0,14,3,0,0
513,17.1,3,2,34.0,0,22,11,0,1
513,17.1,4,2,30.0,0,29,1,0,0
514,17.133,1,2,78.0,0,63,9,0,6
514,17.133,2,1,17.0,0,14,3,0,0
514,17.133,3,2,34.0,0,22,11,0,1
514,17.133,4,1,30.0,0,29,1,0,0
515,17.167,1,2,78.0,0,63,9,0,6
515,17.167,2,1,17.0,0,14,3,0,0
515,17.167,3,2,34.0,0,22,11,0,1
515,17.167,4,2,30.0,0,29,1,0,0
516,17.2,1,2,78.0,0,63,9,0,6
516,17.2,2,1,17.0,0,14,3,0,0
516,17.2,3,1,34.0,0,22,11,0,1
516,17.2,4,2,30.0,0,29,1,0,0
517,17.233,1,2,78.0,0,63,9,0,6
517,17.233,2,1,17.0,0,14,3,0,0
517,17.233,3,2,34.0,0,22,11,0,1
517,17.233,4,2,30.0,0,29,1,0,0
518,17.267,1,1,78.0,0,63,9,0,6
518,17.267,2,1,17.0,0,14,3,0,0
518,17.267,3,1,34.0,0,22,11,0,1
518,17.267,4,2,30.0,0,29,1,0,0
519,17.3,1,2,78.0,0,63,9,0,6
519,17.3,2,1,17.0,0,14,3,0,0
519,17.3,3,2,34.0,0,22,11,0,1
519,17.3,4,2,30.0,0,29,1,0,0
520,17.333,1,2,78.0,0,63,9,0,6
520,17.333,2,1,17.0,0,14,3,0,0
520,17.333,3,2,34.0,0,22,11,0,1
520,17.333,4,2,30.0,0,29,1,0,0
521,17.367,1,2,78.0,0,63,9,0,6
521,17.367,2,1,17.0,0,14,3,0,0
521,17.367,3,2,34.0,0,22,11,0,1
521,17.367,4,2,30.0,0,29,1,0,0
522,17.4,1,2,78.0,0,63,9,0,6
522,17.4,2,1,17.0,0,14,3,0,0
522,17.4,3,1,34.0,0,22,11,0,1
522,17.4,4,2,30.0,0,29,1,0,0
523,17.433,1,1,78.0,0,63,9,0,6
523,17.433,2,1,17.0,0,14,3,0,0
523,17.433,3,2,35.0,1,22,12,0,1
523,17.433,4,2,30.0,0,29,1,0,0
524,17.467,1,1,78.0,0,63,9,0,6
524,17.467,2,1,17.0,0,14,3,0,0
524,17.467,3,2,35.0,0,22,12,0,1
524,17.467,4,2,30.0,0,29,1,0,0
525,17.5,1,1,78.0,0,63,9,0,6
525,17.5,2,1,17.0,0,14,3,0,0
525,17.5,3,2,35.0,0,22,12,0,1
525,17.5,4,2,30.0,0,29,1,0,0
526,17.533,1,1,78.0,0,63,9,0,6
526,17.533,2,1,17.0,0,14,3,0,0
526,17.533,3,2,35.0,0,22,12,0,1
526,17.533,4,2,30.0,0,29,1,0,0
527,17.567,1,1,78.0,0,63,9,0,6
527,17.567,2,1,17.0,0,14,3,0,0
527,17.567,3,2,35.0,0,22,12,0,1
527,17.567,4,2,30.0,0,29,1,0,0
528,17.6,1,0,78.0,0,63,9,0,6
528,17.6,2,1,17.0,0,14,3,0,0
528,17.6,3,2,35.0,0,22,12,0,1
528,17.6,4,2,30.0,0,29,1,0,0
529,17.633,1,1,78.0,0,63,9,0,6
529,17.633,2,1,17.0,0,14,3,0,0
529,17.633,3,2,35.0,0,22,12,0,1
529,17.633,4,1,30.0,0,29,1,0,0
530,17.667,1,1,78.0,0,63,9,0,6
530,17.667,2,1,17.0,0,14,3,0,0
530,17.667,3,2,35.0,0,22,12,0,1
530,17.667,4,1,30.0,0,29,1,0,0
531,17.7,1,2,78.0,0,63,9,0,6
531,17.7,2,1,17.0,0,14,3,0,0
531,17.7,3,2,35.0,0,22,12,0,1
531,17.7,4,1,30.0,0,29,1,0,0
532,17.733,1,2,78.0,0,63,9,0,6
532,17.733,2,1,17.0,0,14,3,0,0
532,17.733,3,2,35.0,0,22,12,0,1
532,17.733,4,1,30.0,0,29,1,0,0
533,17.767,1,2,78.0,0,63,9,0,6
533,17.767,2,1,17.0,0,14,3,0,0
533,17.767,3,2,35.0,0,22,12,0,1
533,17.767,4,1,30.0,0,29,1,0,0
534,17.8,1,1,78.0,0,63,9,0,6
534,17.8,2,1,17.0,0,14,3,0,0
534,17.8,3,2,35.0,0,22,12,0,1
534,17.8,4,1,30.0,0,29,1,0,0
535,17.833,1,1,78.0,0,63,9,0,6
535,17.833,2,1,17.0,0,14,3,0,0
535,17.833,3,2,35.0,0,22,12,0,1
535,17.833,4,1,30.0,0,29,1,0,0
536,17.867,1,2,78.0,0,63,9,0,6
536,17.867,2,1,17.0,0,14,3,0,0
536,17.867,3,2,35.0,0,22,12,0,1
536,17.867,4,1,30.0,0,29,1,0,0
537,17.9,1,2,78.0,0,63,9,0,6
537,17.9,2,1,17.0,0,14,3,0,0
537,17.9,3,2,35.0,0,22,12,0,1
537,17.9,4,1,30.0,0,29,1,0,0
538,17.933,1,2,78.0,0,63,9,0,6
538,17.933,2,1,17.0,0,14,3,0,0
538,17.933,3,2,35.0,0,22,12,0,1
538,17.933,4,1,30.0,0,29,1,0,0
539,17.967,1,3,79.0,1,64,9,0,6
539,17.967,2,2,18.0,1,15,3,0,0
539,17.967,3,2,35.0,0,22,12,0,1
539,17.967,4,1,30.0,0,29,1,0,0
540,18.0,1,3,79.0,0,64,9,0,6
540,18.0,2,2,18.0,0,15,3,0,0
540,18.0,3,2,35.0,0,22,12,0,1
540,18.0,4,1,30.0,0,29,1,0,0
541,18.033,1,3,79.0,0,64,9,0,6
541,18.033,2,1,18.0,0,15,3,0,0
541,18.033,3,2,35.0,0,22,12,0,1
541,18.033,4,1,30.0,0,29,1,0,0
542,18.067,1,3,79.0,0,64,9,0,6
542,18.067,2,1,18.0,0,15,3,0,0
542,18.067,3,3,36.0,1,22,13,0,1
542,18.067,4,1,30.0,0,29,1,0,0
543,18.1,1,3,79.0,0,64,9,0,6
543,18.1,2,0,18.0,0,15,3,0,0
543,18.1,3,3,36.0,0,22,13,0,1
543,18.1,4,1,30.0,0,29,1,0,0
544,18.133,1,3,79.0,0,64,9,0,6
544,18.133,2,1,18.0,0,15,3,0,0
544,18.133,3,3,36.0,0,22,13,0,1
544,18.133,4,1,30.0,0,29,1,0,0
545,18.167,1,2,79.0,0,64,9,0,6
545,18.167,2,1,18.0,0,15,3,0,0
545,18.167,3,3,36.0,0,22,13,0,1
545,18.167,4,1,30.0,0,29,1,0,0
546,18.2,1,2,79.0,0,64,9,0,6
546,18.2,2,1,18.0,0,15,3,0,0
546,18.2,3,3,36.0,0,22,13,0,1
546,18.2,4,1,30.0,0,29,1,0,0
547,18.233,1,2,79.0,0,64,9,0,6
547,18.233,2,1,18.0,0,15,3,0,0
547,18.233,3,3,36.0,0,22,13,0,1
547,18.233,4,1,30.0,0,29,1,0,0
548,18.267,1,2,79.0,0,64,9,0,6
548,18.267,2,1,18.0,0,15,3,0,0
548,18.267,3,3,36.0,0,22,13,0,1
548,18.267,4,1,30.0,0,29,1,0,0
549,18.3,1,2,79.0,0,64,9,0,6
549,18.3,2,1,18.0,0,15,3,0,0
549,18.3,3,3,36.0,0,22,13,0,1
549,18.3,4,1,30.0,0,29,1,0,0
550,18.333,1,2,79.0,0,64,9,0,6
550,18.333,2,3,20.0,1,17,3,0,0
550,18.333,3,3,36.0,0,22,13,0,1
550,18.333,4,0,30.0,0,29,1,0,0
551,18.367,1,2,79.0,0,64,9,0,6
551,18.367,2,2,20.0,0,17,3,0,0
551,18.367,3,3,36.0,0,22,13,0,1
551,18.367,4,0,30.0,0,29,1,0,0
552,18.4,1,2,79.0,0,64,9,0,6
552,18.4,2,2,20.0,0,17,3,0,0
552,18.4,3,3,36.0,0,22,13,0,1
552,18.4,4,0,30.0,0,29,1,0,0
553,18.433,1,2,79.0,0,64,9,0,6
553,18.433,2,2,20.0,0,17,3,0,0
553,18.433,3,2,36.0,0,22,13,0,1
553,18.433,4,0,30.0,0,29,1,0,0
554,18.467,1,3,80.0,1,64,10,0,6
554,18.467,2,2,20.0,0,17,3,0,0
554,18.467,3,2,36.0,0,22,13,0,1
554,18.467,4,0,30.0,0,29,1,0,0
555,18.5,1,3,80.0,0,64,10,0,6
555,18.5,2,2,20.0,0,17,3,0,0
555,18.5,3,3,37.0,1,22,14,0,1
555,18.5,4,0,30.0,0,29,1,0,0
556,18.533,1,3,80.0,0,64,10,0,6
556,18.533,2,2,20.0,0,17,3,0,0
556,18.533,3,2,37.0,0,22,14,0,1
556,18.533,4,0,30.0,0,29,1,0,0
557,18.567,1,3,80.0,0,64,10,0,6
557,18.567,2,2,20.0,0,17,3,0,0
557,18.567,3,2,37.0,0,22,14,0,1
557,18.567,4,0,30.0,0,29,1,0,0
558,18.6,1,3,80.0,0,64,10,0,6
558,18.6,2,2,20.0,0,17,3,0,0
558,18.6,3,2,37.0,0,22,14,0,1
558,18.6,4,0,30.0,0,29,1,0,0
559,18.633,1,3,80.0,0,64,10,0,6
559,18.633,2,2,20.0,0,17,3,0,0
559,18.633,3,2,37.0,0,22,14,0,1
559,18.633,4,0,30.0,0,29,1,0,0
560,18.667,1,4,81.0,1,64,11,0,6
560,18.667,2,2,20.0,0,17,3,0,0
560,18.667,3,2,37.0,0,22,14,0,1
560,18.667,4,0,30.0,0,29,1,0,0
561,18.7,1,4,81.0,0,64,11,0,6
561,18.7,2,2,20.0,0,17,3,0,0
561,18.7,3,2,37.0,0,22,14,0,1
561,18.7,4,0,30.0,0,29,1,0,0
562,18.733,1,4,81.0,0,64,11,0,6
562,18.733,2,2,20.0,0,17,3,0,0
562,18.733,3,2,37.0,0,22,14,0,1
562,18.733,4,0,30.0,0,29,1,0,0
563,18.767,1,4,81.0,0,64,11,0,6
563,18.767,2,1,20.0,0,17,3,0,0
563,18.767,3,2,37.0,0,22,14,0,1
563,18.767,4,0,30.0,0,29,1,0,0
564,18.8,1,4,81.0,0,64,11,0,6
564,18.8,2,1,20.0,0,17,3,0,0
564,18.8,3,2,37.0,0,22,14,0,1
564,18.8,4,0,30.0,0,29,1,0,0
565,18.833,1,4,81.0,0,64,11,0,6
565,18.833,2,1,20.0,0,17,3,0,0
565,18.833,3,2,37.0,0,22,14,0,1
565,18.833,4,0,30.0,0,29,1,0,0
566,18.867,1,4,81.0,0,64,11,0,6
566,18.867,2,1,20.0,0,17,3,0,0
566,18.867,3,2,37.0,0,22,14,0,1
566,18.867,4,0,30.0,0,29,1,0,0
567,18.9,1,4,81.0,0,64,11,0,6
567,18.9,2,1,20.0,0,17,3,0,0
567,18.9,3,2,37.0,0,22,14,0,1
567,18.9,4,0,30.0,0,29,1,0,0
568,18.933,1,4,81.0,0,64,11,0,6
568,18.933,2,1,20.0,0,17,3,0,0
568,18.933,3,2,37.0,0,22,14,0,1
568,18.933,4,0,30.0,0,29,1,0,0
569,18.967,1,4,81.0,0,64,11,0,6
569,18.967,2,0,20.0,0,17,3,0,0
569,18.967,3,2,37.0,0,22,14,0,1
569,18.967,4,0,30.0,0,29,1,0,0
570,19.0,1,4,81.0,0,64,11,0,6
570,19.0,2,0,20.0,0,17,3,0,0
570,19.0,3,2,37.0,0,22,14,0,1
570,19.0,4,0,30.0,0,29,1,0,0
571,19.033,1,4,81.0,0,64,11,0,6
571,19.033,2,1,21.0,1,18,3,0,0
571,19.033,3,2,37.0,0,22,14,0,1
571,19.033,4,0,30.0,0,29,1,0,0
572,19.067,1,4,81.0,0,64,11,0,6
572,19.067,2,1,21.0,0,18,3,0,0
572,19.067,3,1,37.0,0,22,14,0,1
572,19.067,4,0,30.0,0,29,1,0,0
573,19.1,1,4,81.0,0,64,11,0,6
573,19.1,2,1,21.0,0,18,3,0,0
573,19.1,3,1,37.0,0,22,14,0,1
573,19.1,4,0,30.0,0,29,1,0,0
574,19.133,1,4,81.0,0,64,11,0,6
574,19.133,2,1,21.0,0,18,3,0,0
574,19.133,3,0,37.0,0,22,14,0,1
574,19.133,4,0,30.0,0,29,1,0,0
575,19.167,1,2,81.0,0,64,11,0,6
575,19.167,2,1,21.0,0,18,3,0,0
575,19.167,3,1,37.0,0,22,14,0,1
575,19.167,4,0,30.0,0,29,1,0,0
576,19.2,1,3,81.0,0,64,11,0,6
576,19.2,2,1,21.0,0,18,3,0,0
576,19.2,3,1,37.0,0,22,14,0,1
576,19.2,4,0,30.0,0,29,1,0,0
577,19.233,1,2,81.0,0,64,11,0,6
577,19.233,2,1,21.0,0,18,3,0,0
577,19.233,3,1,37.0,0,22,14,0,1
577,19.233,4,0,30.0,0,29,1,0,0
578,19.267,1,2,81.0,0,64,11,0,6
